intervention_id,image_id,rule_id,intervention_type,seed,target_box_xyxy,mask_box_xyxy,mask_target_iou,model_id,prompt_id,answer,evidence_regions_xyxy,worker_boxes_xyxy,object_boxes_xyxy,confidence,graded_score,raw_response,provenance
0001436:guardrail_edge:matched_random:44,0001436,guardrail_edge,matched_random_occlusion,44,,"[40,126,145,341]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,594,106,809]]","[[242,421,305,560]]","[[1,594,106,809]]",0.5682278708554804,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[242,421,305,560]],""object_boxes"":[[1,594,106,809]],""confidence"":0.5682278708554804,""graded_score"":1.0,""inference_ms"":199.51519998721778,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001436:guardrail_edge:matched_random:45,0001436,guardrail_edge,matched_random_occlusion,45,,"[652,63,757,278]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,594,106,809]]","[[242,421,305,560]]","[[1,594,106,809]]",0.5688120620325208,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[242,421,305,560]],""object_boxes"":[[1,594,106,809]],""confidence"":0.5688120620325208,""graded_score"":1.0,""inference_ms"":197.64769996982068,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001436:guardrail_edge:matched_random:46,0001436,guardrail_edge,matched_random_occlusion,46,,"[595,520,700,735]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,594,106,809]]","[[242,421,305,560]]","[[1,594,106,809]]",0.5656883242273969,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[242,421,305,560]],""object_boxes"":[[1,594,106,809]],""confidence"":0.5656883242273969,""graded_score"":1.0,""inference_ms"":204.1421000030823,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:targeted,0001460,ppe_hard_hat,targeted_occlusion,,"[926,393,955,415]","[926,393,955,415]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1079,193,1099,215]]","[[910,393,1007,529]]","[[1079,193,1099,215]]",0.5268151708545962,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[910,393,1007,529]],""object_boxes"":[[1079,193,1099,215]],""confidence"":0.5268151708545962,""graded_score"":0.0,""inference_ms"":216.29470004700124,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:matched_random:42,0001460,ppe_hard_hat,matched_random_occlusion,42,,"[662,253,691,275]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[926,393,955,415]]","[[911,391,1009,530]]","[[926,393,955,415]]",0.580456324853003,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[911,391,1009,530]],""object_boxes"":[[926,393,955,415]],""confidence"":0.580456324853003,""graded_score"":1.0,""inference_ms"":204.8639000277035,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:matched_random:43,0001460,ppe_hard_hat,matched_random_occlusion,43,,"[509,174,538,196]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[926,393,955,415]]","[[911,391,1009,530]]","[[926,393,955,415]]",0.5796758531193649,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[911,391,1009,530]],""object_boxes"":[[926,393,955,415]],""confidence"":0.5796758531193649,""graded_score"":1.0,""inference_ms"":218.04509998764843,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:matched_random:44,0001460,ppe_hard_hat,matched_random_occlusion,44,,"[1110,439,1139,461]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[926,393,955,415]]","[[911,391,1009,530]]","[[926,393,955,415]]",0.5829999723604747,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[911,391,1009,530]],""object_boxes"":[[926,393,955,415]],""confidence"":0.5829999723604747,""graded_score"":1.0,""inference_ms"":204.35820001875982,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:matched_random:45,0001460,ppe_hard_hat,matched_random_occlusion,45,,"[200,648,229,670]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[926,393,955,415]]","[[911,391,1009,530]]","[[926,393,955,415]]",0.5790729630472404,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[911,391,1009,530]],""object_boxes"":[[926,393,955,415]],""confidence"":0.5790729630472404,""graded_score"":1.0,""inference_ms"":202.4089999613352,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001460:ppe_hard_hat:matched_random:46,0001460,ppe_hard_hat,matched_random_occlusion,46,,"[824,226,853,248]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[926,393,955,415]]","[[911,391,1009,530]]","[[926,393,955,415]]",0.5796977545001677,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[911,391,1009,530]],""object_boxes"":[[926,393,955,415]],""confidence"":0.5796977545001677,""graded_score"":1.0,""inference_ms"":207.8277999535203,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:targeted,0001470,ppe_hard_hat,targeted_occlusion,,"[440,1012,453,1023]","[440,1012,453,1023]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[489,1019,503,1027]]","[[426,1017,462,1091]]","[[489,1019,503,1027]]",0.5301831577505385,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1017,462,1091]],""object_boxes"":[[489,1019,503,1027]],""confidence"":0.5301831577505385,""graded_score"":1.0,""inference_ms"":202.96740002231672,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:matched_random:42,0001470,ppe_hard_hat,matched_random_occlusion,42,,"[386,1184,399,1195]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[440,1012,453,1023]]","[[426,1010,463,1091]]","[[440,1012,453,1023]]",0.5645101831427642,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1010,463,1091]],""object_boxes"":[[440,1012,453,1023]],""confidence"":0.5645101831427642,""graded_score"":1.0,""inference_ms"":199.12940001813695,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:matched_random:43,0001470,ppe_hard_hat,matched_random_occlusion,43,,"[268,648,281,659]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[440,1012,453,1023]]","[[426,1010,463,1091]]","[[440,1012,453,1023]]",0.5652905518987349,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1010,463,1091]],""object_boxes"":[[440,1012,453,1023]],""confidence"":0.5652905518987349,""graded_score"":1.0,""inference_ms"":205.80820000031963,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:matched_random:44,0001470,ppe_hard_hat,matched_random_occlusion,44,,"[837,391,850,402]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[440,1012,453,1023]]","[[426,1010,463,1091]]","[[440,1012,453,1023]]",0.5659566558897495,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1010,463,1091]],""object_boxes"":[[440,1012,453,1023]],""confidence"":0.5659566558897495,""graded_score"":1.0,""inference_ms"":202.44570000795648,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:matched_random:45,0001470,ppe_hard_hat,matched_random_occlusion,45,,"[4,106,17,117]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[440,1012,453,1023]]","[[426,1010,463,1091]]","[[440,1012,453,1023]]",0.5646039534892355,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1010,463,1091]],""object_boxes"":[[440,1012,453,1023]],""confidence"":0.5646039534892355,""graded_score"":1.0,""inference_ms"":208.67610001005232,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001470:ppe_hard_hat:matched_random:46,0001470,ppe_hard_hat,matched_random_occlusion,46,,"[626,248,639,259]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[440,1012,453,1023]]","[[426,1010,463,1091]]","[[440,1012,453,1023]]",0.5672341848590544,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[426,1010,463,1091]],""object_boxes"":[[440,1012,453,1023]],""confidence"":0.5672341848590544,""graded_score"":1.0,""inference_ms"":200.14299999456853,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:targeted,0001484,guardrail_edge,targeted_occlusion,,"[1,434,453,674]","[1,434,453,674]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[453,404,637,639]]","[[380,233,581,470]]","[[453,404,637,639]]",0.5362315367840762,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[380,233,581,470]],""object_boxes"":[[453,404,637,639]],""confidence"":0.5362315367840762,""graded_score"":1.0,""inference_ms"":211.09850000357255,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:matched_random:42,0001484,guardrail_edge,matched_random_occlusion,42,,"[76,91,528,331]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,434,453,674]]","[[435,237,579,471]]","[[1,434,453,674]]",0.5774680671415159,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[435,237,579,471]],""object_boxes"":[[1,434,453,674]],""confidence"":0.5774680671415159,""graded_score"":1.0,""inference_ms"":202.6287999469787,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:matched_random:43,0001484,guardrail_edge,matched_random_occlusion,43,,"[2,98,454,338]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,434,453,674]]","[[415,233,580,471]]","[[1,434,453,674]]",0.5898742154240608,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[415,233,580,471]],""object_boxes"":[[1,434,453,674]],""confidence"":0.5898742154240608,""graded_score"":1.0,""inference_ms"":207.26609998382628,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:matched_random:44,0001484,guardrail_edge,matched_random_occlusion,44,,"[322,29,774,269]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,434,453,674]]","[[369,266,580,470]]","[[1,434,453,674]]",0.5784680948459676,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[369,266,580,470]],""object_boxes"":[[1,434,453,674]],""confidence"":0.5784680948459676,""graded_score"":1.0,""inference_ms"":208.77510000718758,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:matched_random:45,0001484,guardrail_edge,matched_random_occlusion,45,,"[476,375,928,615]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,434,454,674]]","[[379,233,580,442]]","[[1,434,454,674]]",0.5980996931903064,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[379,233,580,442]],""object_boxes"":[[1,434,454,674]],""confidence"":0.5980996931903064,""graded_score"":1.0,""inference_ms"":194.449300004635,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001484:guardrail_edge:matched_random:46,0001484,guardrail_edge,matched_random_occlusion,46,,"[516,190,968,430]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,433,454,674]]","[[379,233,523,470]]","[[1,433,454,674]]",0.6083579282941562,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[379,233,523,470]],""object_boxes"":[[1,433,454,674]],""confidence"":0.6083579282941562,""graded_score"":1.0,""inference_ms"":194.03069996042177,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:targeted,0001512,struck_by_equipment,targeted_occlusion,,"[575,178,1073,810]","[575,178,1073,810]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[571,176,1079,814]]","[[571,176,1078,813]]","[[571,176,1079,814]]",0.5863983648873511,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[571,176,1078,813]],""object_boxes"":[[571,176,1079,814]],""confidence"":0.5863983648873511,""graded_score"":0.0,""inference_ms"":203.00949999364093,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:matched_random:42,0001512,struck_by_equipment,matched_random_occlusion,42,,"[76,141,574,773]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[578,178,1073,810]]","[[980,688,1021,793]]","[[578,178,1073,810]]",0.5815539979154155,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[980,688,1021,793]],""object_boxes"":[[578,178,1073,810]],""confidence"":0.5815539979154155,""graded_score"":0.0,""inference_ms"":208.87590001802891,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:matched_random:43,0001512,struck_by_equipment,matched_random_occlusion,43,,"[5,120,503,752]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[577,178,1073,808]]","[[980,688,1021,793]]","[[577,178,1073,808]]",0.5850246277829958,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[980,688,1021,793]],""object_boxes"":[[577,178,1073,808]],""confidence"":0.5850246277829958,""graded_score"":0.0,""inference_ms"":211.4216000190936,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:matched_random:44,0001512,struck_by_equipment,matched_random_occlusion,44,,"[106,255,604,887]",0.026239979653622486,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[604,178,1073,765]]","[[981,688,1021,793]]","[[604,178,1073,765]]",0.5846402200441512,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[981,688,1021,793]],""object_boxes"":[[604,178,1073,765]],""confidence"":0.5846402200441512,""graded_score"":0.0,""inference_ms"":201.4233999652788,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:matched_random:45,0001512,struck_by_equipment,matched_random_occlusion,45,,"[81,127,579,759]",0.0037056643726839597,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[580,178,1073,765]]","[[980,688,1021,793]]","[[580,178,1073,765]]",0.5839633123860473,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[980,688,1021,793]],""object_boxes"":[[580,178,1073,765]],""confidence"":0.5839633123860473,""graded_score"":0.0,""inference_ms"":212.41510001709685,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001512:struck_by_equipment:matched_random:46,0001512,struck_by_equipment,matched_random_occlusion,46,,"[114,154,612,786]",0.03706242091944327,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[613,178,1073,765]]","[[980,688,1021,793]]","[[613,178,1073,765]]",0.581862655926555,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[980,688,1021,793]],""object_boxes"":[[613,178,1073,765]],""confidence"":0.581862655926555,""graded_score"":0.0,""inference_ms"":216.2298000184819,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:targeted,0001520,guardrail_edge,targeted_occlusion,,"[0,263,899,1198]","[0,263,899,1198]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,1,899,267]]","[[138,69,224,266]]","[[0,1,899,267]]",0.5737138088969957,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[138,69,224,266]],""object_boxes"":[[0,1,899,267]],""confidence"":0.5737138088969957,""graded_score"":1.0,""inference_ms"":244.42479998106137,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:matched_random:42,0001520,guardrail_edge,matched_random_occlusion,42,,"[0,0,899,935]",0.5609348914858097,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,933,899,1198]]","[[0,933,899,1198]]","[[0,933,899,1198]]",0.7440230210444757,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[0,933,899,1198]],""object_boxes"":[[0,933,899,1198]],""confidence"":0.7440230210444757,""graded_score"":1.0,""inference_ms"":221.03499999502674,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:matched_random:43,0001520,guardrail_edge,matched_random_occlusion,43,,"[0,0,899,935]",0.5609348914858097,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,933,899,1198]]","[[0,933,899,1198]]","[[0,933,899,1198]]",0.7440230210444757,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[0,933,899,1198]],""object_boxes"":[[0,933,899,1198]],""confidence"":0.7440230210444757,""graded_score"":1.0,""inference_ms"":209.7949999733828,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:matched_random:44,0001520,guardrail_edge,matched_random_occlusion,44,,"[0,0,899,935]",0.5609348914858097,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,933,899,1198]]","[[0,933,899,1198]]","[[0,933,899,1198]]",0.7440230210444757,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[0,933,899,1198]],""object_boxes"":[[0,933,899,1198]],""confidence"":0.7440230210444757,""graded_score"":1.0,""inference_ms"":201.51490002172068,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:matched_random:45,0001520,guardrail_edge,matched_random_occlusion,45,,"[0,0,899,935]",0.5609348914858097,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,933,899,1198]]","[[0,933,899,1198]]","[[0,933,899,1198]]",0.7440230210444757,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[0,933,899,1198]],""object_boxes"":[[0,933,899,1198]],""confidence"":0.7440230210444757,""graded_score"":1.0,""inference_ms"":202.69249996636063,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001520:guardrail_edge:matched_random:46,0001520,guardrail_edge,matched_random_occlusion,46,,"[0,0,899,935]",0.5609348914858097,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[0,933,899,1198]]","[[0,933,899,1198]]","[[0,933,899,1198]]",0.7440230210444757,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[0,933,899,1198]],""object_boxes"":[[0,933,899,1198]],""confidence"":0.7440230210444757,""graded_score"":1.0,""inference_ms"":205.19539999077097,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:targeted,0001530,fall_harness,targeted_occlusion,,"[623,442,704,533]","[623,442,704,533]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[991,676,1067,746]]","[[989,676,1147,899]]","[[991,676,1067,746]]",0.5891382942375327,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[991,676,1067,746]],""confidence"":0.5891382942375327,""graded_score"":1.0,""inference_ms"":210.41659999173135,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:matched_random:42,0001530,fall_harness,matched_random_occlusion,42,,"[108,671,189,762]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[623,442,704,533]]","[[989,676,1147,899]]","[[623,442,704,533]]",0.5801081577582019,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[623,442,704,533]],""confidence"":0.5801081577582019,""graded_score"":0.0,""inference_ms"":197.5770000135526,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:matched_random:43,0001530,fall_harness,matched_random_occlusion,43,,"[185,48,266,139]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[623,442,704,533]]","[[989,676,1147,899]]","[[623,442,704,533]]",0.5810771620433246,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[623,442,704,533]],""confidence"":0.5810771620433246,""graded_score"":0.0,""inference_ms"":206.6371000255458,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:matched_random:44,0001530,fall_harness,matched_random_occlusion,44,,"[112,620,193,711]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[623,442,704,533]]","[[989,676,1147,899]]","[[623,442,704,533]]",0.5798274232074618,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[623,442,704,533]],""confidence"":0.5798274232074618,""graded_score"":0.0,""inference_ms"":204.48600000236183,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:matched_random:45,0001530,fall_harness,matched_random_occlusion,45,,"[409,700,490,791]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[623,442,704,533]]","[[989,676,1147,899]]","[[623,442,704,533]]",0.5799297344471728,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[623,442,704,533]],""confidence"":0.5799297344471728,""graded_score"":0.0,""inference_ms"":202.47080002445728,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001530:fall_harness:matched_random:46,0001530,fall_harness,matched_random_occlusion,46,,"[506,645,587,736]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[623,442,704,533]]","[[989,676,1147,899]]","[[623,442,704,533]]",0.57927800329136,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[989,676,1147,899]],""object_boxes"":[[623,442,704,533]],""confidence"":0.57927800329136,""graded_score"":0.0,""inference_ms"":213.22999999392778,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001597:guardrail_edge:targeted,0001597,guardrail_edge,targeted_occlusion,,"[1,399,1438,546]","[1,399,1438,546]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,[],"[[726,238,925,404]]",[],0.631183620741857,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[726,238,925,404]],""object_boxes"":[],""confidence"":0.631183620741857,""graded_score"":0.0,""inference_ms"":263.7371000018902,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001597:guardrail_edge:matched_random:42,0001597,guardrail_edge,matched_random_occlusion,42,,"[2,735,1439,882]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,399,1438,548]]","[[721,238,925,442]]","[[1,399,1438,548]]",0.5959761881136468,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[721,238,925,442]],""object_boxes"":[[1,399,1438,548]],""confidence"":0.5959761881136468,""graded_score"":1.0,""inference_ms"":222.59939997456968,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001597:guardrail_edge:matched_random:43,0001597,guardrail_edge,matched_random_occlusion,43,,"[1,666,1438,813]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,399,1438,548]]","[[721,238,925,442]]","[[1,399,1438,548]]",0.5891589065015848,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[721,238,925,442]],""object_boxes"":[[1,399,1438,548]],""confidence"":0.5891589065015848,""graded_score"":1.0,""inference_ms"":201.3013999676332,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001597:guardrail_edge:matched_random:44,0001597,guardrail_edge,matched_random_occlusion,44,,"[0,655,1437,802]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,399,1438,548]]","[[721,238,927,443]]","[[1,399,1438,548]]",0.596237950093512,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[721,238,927,443]],""object_boxes"":[[1,399,1438,548]],""confidence"":0.596237950093512,""graded_score"":1.0,""inference_ms"":211.0176000278443,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0001597:guardrail_edge:matched_random:45,0001597,guardrail_edge,matched_random_occlusion,45,,"[3,153,1440,300]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,399,1438,546]]","[[721,299,925,442]]","[[1,399,1438,546]]",0.5871053693616497,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[721,299,925,442]],""object_boxes"":[[1,399,1438,546]],""confidence"":0.5871053693616497,""graded_score"":1.0,""inference_ms"":207.13390002492815,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
